pond_id,region,date_of_data_collection,enrollment_mechanism,added_by,property_area_in_acres,pond_area_in_acres,depth_in_meters,status,measurements,culture_change,equipment,existing_practices,notes_(existing_practices),fertilizers_used,feed_type,feed_source,feed_brand_or_name,fish_source_(e.g._hatchery_name),notes
ara2_d891f276,Eluru,12/09/2022,Organic,Maneesh,22.0,19.09,2.0,Treatment,83,No,,"Behavioural welfare assessment, Physical welfare assessment, Weighing and measuring fish once a month",Water quality measurement once a month,"Manure (cow, pig, horse, poultry or other dung)
Triple super phosphate",Mash,Local market,NRK feeds,Own pond,
ara2_7f636db2,Eluru,12/09/2022,,Maneesh,10.0,,2.0,Treatment,0,No,,"Pond preparation, Physical welfare assessment, Weighing and measuring fish once a month",Water quality measurement once a month,"Manure (cow, pig, horse, poultry or other dung)",Mash,Local market,NRK Feeds,Own pond,
ara2_933dba73,Nellore,12/08/2022,Organic,Nagaraju B.,4.0,3.44,2.0,Treatment,65,,"6 aerator, 2 water pump","Pond preparation, Weighing and measuring fish once a month, Weighing and measuring fish every two months, Weighing and measuring fish every three months",Weighing and measuring fish once during a cycle,,Pelleted feed (floating),Local market,,Local market,6 aerators
ara2_6bbd0878,Nellore,12/07/2022,Organic,Nagaraju B.,1.5,1.05,2.0,Treatment,43,Grow out to breed out in January 2024,"3 aerator, 2 water pump","Water quality measurement during disease outbreak, Weighing and measuring fish once a month",,,Pelleted feed (floating),Local market,,Local market,
ara2_6608762c,Eluru,12/06/2022,Organic,Maneesh,7.0,5.31,2.0,Treatment,50,NO,,"Pond preparation, Weighing and measuring fish once a month",Water quality measurement once a month,"Manure (cow, pig, horse, poultry or other dung)
Triple super phosphate
Potash",Mash,Local market,NR  Feeds,Own pond,
ara2_3ed4df8e,Eluru,12/06/2022,Organic,Maneesh,18.0,15.03,2.0,Treatment,94,NO,1 water pump,"Pond preparation, Weighing and measuring fish once a month",Water quality measurement once a month,"Manure (cow, pig, horse, poultry or other dung)
Triple super phosphate
Potash",Mash,Local market,NR FEEDS,Own pond,
ara2_03d81c1d,Eluru,12/06/2022,Organic,Maneesh,10.0,8.02,2.0,Treatment,62,NO,1 water pump,"Pond preparation, Weighing and measuring fish once a month",Water quality measurement once a month,"Manure (cow, pig, horse, poultry or other dung)
Triple super phosphate
Potash",Mash,Local market,NRK FEEDS,Own pond,
ara2_c725f135,Eluru,12/06/2022,,Maneesh,7.0,,2.0,Treatment,2,NO,,"Pond preparation, Physical welfare assessment, Weighing and measuring fish once a month",,"Manure (cow, pig, horse, poultry or other dung)
Triple super phosphate",Mash,Local market,VP FEEDS,Individual supplier,
ara2_84b6fb93,Eluru,12/06/2022,Organic,Maneesh,22.0,19.63,2.0,Treatment,95,Changed from Breed out to Grow out in October 2023,1 water pump,Weighing and measuring fish once a month,Water quality measurement once a month,"Manure (cow, pig, horse, poultry or other dung)
Ammonium sulphate
Triple super phosphate
Potash",Mash,Local market,Vallabha feed suppliers,Individual supplier,
ara2_8ed50b25,Eluru,12/01/2022,Organic,Maneesh,1.2,1.14,2.0,Treatment,45,NO,,"Physical welfare assessment, Weighing and measuring fish once a month",Water quality measurement twice a month,"Manure (cow, pig, horse, poultry or other dung)
Triple super phosphate",Mash,Local market,NRK deoiled rice bran,Hatchery,
ara2_1c72ee85,Eluru,11/10/2022,,Maneesh,10.0,,2.5,Treatment,5,NO,,,,"Manure (cow, pig, horse, poultry or other dung)
Urea",Mash,Local market,,Own pond,
ara2_eb39bc48,Eluru,10/18/2022,Organic,Maneesh,9.0,8.42,2.5,Treatment,50,NO,,"Pond preparation, Behavioural welfare assessment, Physical welfare assessment, Weighing and measuring fish once a month",Water quality measurement twice a month,"Manure (cow, pig, horse, poultry or other dung)
Urea
Triple super phosphate
Single super phosphate",Mash,Local market,NRK FEEDS,Individual supplier,
ara2_7ac87fad,Eluru,09/16/2022,Organic,Maneesh,30.0,27.52,2.5,Treatment,78,NO,"3 aerator, 3 water pump","Pond preparation, Behavioural welfare assessment, Physical welfare assessment, Disease analysis by sending dead fish to lab, Weighing and measuring fish once a month",Water quality measurement twice a month,"Urea
Ammonium sulphate
Triple super phosphate
organic manures from local supplier.",Mash,Self made,NRK FEEDS,Own pond,
ara2_cd998399,Eluru,08/05/2022,Organic,Maneesh,33.0,27.2,2.5,Treatment,120,NO,,"Pond preparation, Behavioural welfare assessment, Physical welfare assessment, Weighing and measuring fish once a month",Water quality measurement once a month,"Manure (cow, pig, horse, poultry or other dung)
Ammonium sulphate
Triple super phosphate","Pelleted feed (floating), Mash",Local market,NRK FEEDS,Own pond,
ara2_b469062a,Eluru,08/05/2022,,Maneesh,32.0,,2.5,,0,NO,,"Pond preparation, Behavioural welfare assessment, Physical welfare assessment, Weighing and measuring fish once a month",Water quality measurement once a month,"Manure (cow, pig, horse, poultry or other dung)
Urea
Triple super phosphate","Pelleted feed (floating), Mash",Local market,NRK FEEDS,Own pond,
ara2_725e7f3b,Eluru,08/05/2022,Organic,Maneesh,25.0,23.67,1.8,Treatment,117,NO,1 water pump,"Pond preparation, Behavioural welfare assessment, Physical welfare assessment, Weighing and measuring fish once a month",Water quality measurement once a month,"Manure (cow, pig, horse, poultry or other dung)
Urea
Triple super phosphate","Pelleted feed (floating), Mash",Local market,NRK FEEDS,Own pond,
ara2_65d75ab9,Eluru,07/22/2022,,Maneesh,5.0,,2.5,Treatment,4,NO,,"Behavioural welfare assessment, Physical welfare assessment, Weighing and measuring fish once a month",Water quality measurement once a month,"Manure (cow, pig, horse, poultry or other dung)
Ammonium sulphate
Triple super phosphate",Mash,Local market,NR DE OILED RICE BRAWN,Individual supplier,
ara2_4b2065d2,Eluru,06/15/2022,,Maneesh,23.0,,2.5,Assessment,4,NO,3 aerator,"Pond preparation, Physical welfare assessment",Water quality measurement twice a month,"Manure (cow, pig, horse, poultry or other dung)
Triple super phosphate
Potash",Mash,Local market,Godavari edible oils,Own pond,
ara2_9305b036,Eluru,06/15/2022,,Maneesh,13.0,,2.0,Treatment,7,NO,,"Pond preparation, Physical welfare assessment",Water quality measurement once a month,"Manure (cow, pig, horse, poultry or other dung)
Triple super phosphate
Potash",Mash,Local market,,Hatchery,
ara2_a17f49ab,Eluru,06/15/2022,,Maneesh,30.0,,2.0,Assessment,4,NO,3 aerator,"Pond preparation, Physical welfare assessment",Water quality measurement twice a month,"Manure (cow, pig, horse, poultry or other dung)
Triple super phosphate
Potash",Mash,Local market,Godavari edible oils,Own pond,
ara2_237abe57,Nellore,06/07/2022,Organic,Chandu,1.0,0.9,1.5,Treatment,72,,"1 aerator, 1 water pump",Weighing and measuring fish once a month,Water quality measurement when there is a disease outbreak,,Pelleted feed (floating),National supplier,IB,Nursery pond,2500 Rohu 100 Catla
ara2_9d4fb0a0,Nellore,06/07/2022,Organic,Chandu,1.3,1.06,1.5,Treatment,40,,"1 aerator, 2 water pump",Weighing and measuring fish once a month,Water quality measurement when there is a disease outbreak,,Mash,Local market,,Nursery pond,5200 Rohu 500 Catla 300 Grass Carp
ara2_29660d32,Eluru,06/04/2022,Organic,Maneesh,17.0,13.2,3.0,Treatment,91,NO,3 aerator,"Pond preparation, Behavioural welfare assessment",Water quality measurement once a month,No,"Pelleted feed (floating), Mash",Local market,Godavari edible oils,Own pond,
ara2_87661414,Eluru,06/03/2022,,Maneesh,20.0,,2.5,Treatment,14,NO,,Physical welfare assessment,"Weighing and measuring once a month
Water quality measurement once a month","Manure (cow, pig, horse, poultry or other dung)
Triple super phosphate
Single super phosphate",Mash,Local market,NRK,Own pond,
ara2_423f3699,Eluru,05/26/2022,,Maneesh,25.0,,2.5,Treatment,5,No,"3 aerator, 5 aerators","Pond preparation, Physical welfare assessment",Water quality measurement once a month,"Manure (cow, pig, horse, poultry or other dung)
Urea","Pelleted feed (floating), Mash",Local market,Local,Own pond,
ara2_e38b9ac3,Nellore,04/30/2022,,Chandu,1.0,,1.0,Treatment,38,,1 water pump,Weighing and measuring fish once a month,,,"Pelleted feed (floating), Mash",National supplier,"Godrej, DORB",Nursery pond,
ara2_bd12b267,Nellore,04/27/2022,Organic,Chandu,3.0,2.36,1.5,Treatment,111,,"2 aerator, 2 water pump",Weighing and measuring fish once a month,Water quality measurement when there is a disease outbreak,,"Pelleted feed (sinking), Mash",National supplier,"Godrej Prawn feed, DORB",Nursery pond,
ara2_658ff40d,Nellore,04/07/2022,,Chandu,3.5,,1.5,Treatment,18,,3 water pump,Weighing and measuring fish once a month,Water quality measurement when there is a disease outbreak,,Pelleted feed (sinking),National supplier,CP Sinking Feed,Nursery pond,"After floods stocked less at 2000 per acre, 4000 Roopchand 3000 Rohu"
ara2_18175a05,Nellore,04/07/2022,,Chandu,7.0,,1.5,Treatment,14,No,"2 aerator, 2 water pump",Weighing and measuring fish once a month,Water quality measurement when there is a disease outbreak,,Pelleted feed (floating),National supplier,King Fish,Nursery pond,"After floods stocked less at 2142 per acre, 10000 Rohu 5000 Ropchand"
ara2_3f9ee6c3,Nellore,03/29/2022,Organic,Chandu,4.0,3.53,1.5,Treatment,94,,"2 water pump, 5 Aerators",Weighing and measuring fish once a month,"Done Sample checking 3 days back the average weight is around 80gms
Water quality measurement when there is a disease outbreak",,"Pelleted feed (floating), DORB","Local market, National supplier",Kingmei,Nursery pond,"Roopchand 16000
Rohu 1000"
ara2_6ea8e528,Nellore,03/29/2022,Organic,Chandu,3.5,3.15,1.5,Treatment,107,,"3 aerator, 2 water pump",Weighing and measuring fish once a month,,,Pelleted feed (floating),Local market,Nexus,Nursery pond,"Roopchand 4000
Rohu 3000
Catla 1000"
ara2_7fa93b14,Nellore,03/29/2022,,Chandu,4.0,,1.5,Treatment,14,,"2 aerator, 2 water pump",Weighing and measuring fish once a month,,,"Pelleted feed (sinking), DORB","Local market, National supplier",CP,Nursery pond,"Rohu 6000
Catla 300"
ara2_b77a0d03,Nellore,03/28/2022,Organic,Chandu,20.0,17.33,2.0,Control,76,,4 Water Pumps,"Water quality measurement during disease outbreak, Weighing and measuring fish once a month, Pond preparation",Water quality measurement when there is a disease outbreak,,Pelleted feed (floating),National supplier,Kingmei,Nursery pond,"Roopchand 90000
Rohu 10000
Catla 1000
Grass Carp 1000"
ara2_8a429bf1,Nellore,03/28/2022,Organic,Chandu,30.0,27.83,2.0,Treatment,94,,"3 aerator, 8 Aerators and 10 Water Pumps",Weighing and measuring fish once a month,,,DORB,Local market,,Nursery pond,
ara2_bf22ac2f,Nellore,03/28/2022,Organic,Chandu,22.0,21.48,2.0,Treatment,93,,,Weighing and measuring fish once a month,Water quality measurement when there is a disease outbreak,,Pelleted feed (sinking),National supplier,CP Sinking Feed,Nursery pond,"Rohu 72000
Catla 8000"
ara2_cf6f1332,Eluru,03/16/2022,Organic,Maneesh,50.0,41.09,2.5,Treatment,67,,,Pond preparation,Water quality measurement twice a month,"Manure (cow, pig, horse, poultry or other dung)
Triple super phosphate
Single super phosphate",Mash,Local market,Sms 9,Own pond,
ara2_a2d65cb4,Eluru,03/15/2022,Organic,Maneesh,40.0,39.28,2.5,Treatment,49,No,Water recirculating boat,"Physical welfare assessment, Weighing and measuring fish once a month",,"Manure (cow, pig, horse, poultry or other dung)
Ammonium sulphate
Double super phosphate",Mash,Local market,NF,Own pond,
ara2_1144b702,Eluru,03/03/2022,,Maneesh,10.0,,2.5,Treatment,8,NO,,"Pond preparation, Behavioural welfare assessment, Physical welfare assessment, Weighing and measuring fish once a month",Water quality measurement once a month,"Manure (cow, pig, horse, poultry or other dung)
Ammonium sulphate
Triple super phosphate",Mash,Local market,,Own pond,
ara2_734d27c8,Eluru,03/03/2022,,Maneesh,14.0,,2.5,Treatment,6,,,"Behavioural welfare assessment, Physical welfare assessment",Water quality measurement once a month,"Urea
Triple super phosphate
Potash",Mash,Local market,NRR,Own pond,
ara2_044398f2,Eluru,02/15/2022,Organic,Maneesh,13.0,9.97,2.5,Treatment,62,,"3 aerator, 2 water pump, Water quality monitoring device, Soil quality monitoring device","Behavioural welfare assessment, Physical welfare assessment, Weighing and measuring fish every two months","Sanitizing the pond
Water quality measurement once a month
Water quality measurement when there is a disease outbreak","Manure (cow, pig, horse, poultry or other dung)
Ammonium sulphate",Mash,Local market,,Own pond,
ara2_469c3f4d,Eluru,02/15/2022,Organic,Maneesh,7.0,6.12,3.5,Treatment,74,no,2 aerator,"Pond preparation, Behavioural welfare assessment, Physical welfare assessment, Weighing and measuring fish once a month",Water quality measurement weekly,"Manure (cow, pig, horse, poultry or other dung)
Urea
Triple super phosphate",Mash,Local market,,Hatchery,
ara2_f33085c0,Eluru,02/15/2022,,Maneesh,10.0,,2.5,Treatment,42,NO,,Physical welfare assessment,Water quality measurement once a month,"Manure (cow, pig, horse, poultry or other dung)
Triple super phosphate",Mash,Local market,PATTABHI FEED,Own pond,
ara2_c5abf9be,Eluru,02/11/2022,,Maneesh,10.0,,2.5,Treatment,23,,,"Pond preparation, Physical welfare assessment",,"Manure (cow, pig, horse, poultry or other dung)
Triple super phosphate","Pelleted feed (floating), Mash",Local market,Pattabhi aqua feeds,Own pond,
ara2_d20a02d0,Eluru,02/11/2022,,Maneesh,6.0,,2.5,,0,,1 water pump,Pond preparation,,,,[],,,This is a newly carved out pond and is yet to be filled out with water
ara2_7ed0eacc,Nellore,01/31/2022,Organic,Chandu,1.0,0.75,1.5,Treatment,94,,"3 aerator, 2 water pump",Pond preparation,,,Pelleted feed (floating),Local market,,Local farmers,
ara2_6f5cd71e,Nellore,12/23/2021,Organic,Chaitanya,1.0,0.72,1.0,Treatment,122,,1 water pump,"Pond preparation, Weighing and measuring fish once a month",Water quality measurement once a month,"Manure (cow, pig, horse, poultry or other dung)",He Mixes cow dung & rice husk prepare his own feed and give to the fish,Self made,,Nursery pond,
ara2_cd288d30,Nellore,12/22/2021,Organic,Chaitanya,1.0,0.7,1.5,Treatment,115,,"1 aerator, 2 water pump","Pond preparation, Weighing and measuring fish once a month",Water quality measurement twice a month,,Pelleted feed (floating),Local market,,Nursery pond,Fish were washed out shortly after this stocking by the floods. The farmer restocked on December 30 (see Stocking & Harvest entry).
ara2_98d96403,Nellore,12/22/2021,Organic,Chaitanya,1.0,0.85,1.0,Treatment,107,,1 water pump,"Pond preparation, Weighing and measuring fish once a month",Water quality measurement once a month,,"Pelleted feed (floating), Mash",Local market,,Own pond,
ara2_0d53cd07,Nellore,12/22/2021,Organic,Chaitanya,3.0,2.22,1.0,Treatment,115,,"2 aerator, 3 water pump","Pond preparation, Weighing and measuring fish once a month",Water quality measurement once a month,,"Pelleted feed (floating), Mash",Local market,,Own pond,
ara2_bddfa227,Nellore,11/27/2021,Organic,Chandu,1.0,0.88,1.5,Treatment,125,,"2 aerator, 2 water pump","Pond preparation, Weighing and measuring fish once a month",Water quality measurement once a month,"Manure (cow, pig, horse, poultry or other dung)
Single super phosphate
Potash
Magnesium Chloride","Pelleted feed (floating), Pelleted feed (sinking), Mash",Local market,"Godawari DOP, Kingfish floating feed, CP sinking feed for shrimp",Own pond,
ara2_061a901a,Eluru,11/21/2021,Organic,Nikhil,30.0,28.35,2.5,Treatment,40,,,Physical welfare assessment,Water quality measurement once a month,"Urea
Triple super phosphate",Mash,Local market,,,
ara2_09faa72c,Eluru,11/17/2021,Organic,Maneesh,13.0,10.81,2.0,Treatment,170,,,"Pond preparation, Weighing and measuring fish once a month",Water quality measurement once a month,"Urea
Triple super phosphate",Mash,Local market,,Own pond,
ara2_0867d29c,Eluru,11/17/2021,,Maneesh,7.0,,2.0,Treatment,17,,,"Physical welfare assessment, Weighing and measuring fish once a month",Water quality measurement once a month,"Manure (cow, pig, horse, poultry or other dung)
Ammonium sulphate
Triple super phosphate",Mash,Local market,,Own pond,
ara2_8a6b6eb2,Eluru,11/17/2021,,Nikhil,1.5,,2.0,Treatment,42,,Sprinkler system,Physical welfare assessment,Water quality measurement once a month,"Urea
Triple super phosphate",Mash,Local market,,,
ara2_20dd0295,Eluru,11/17/2021,Organic,Nikhil,2.5,2.07,2.0,Treatment,76,,,Physical welfare assessment,Water quality measurement once a month,"Urea
Triple super phosphate",Mash,Local market,,,
ara2_60dd3e14,Eluru,11/17/2021,Organic,Nikhil,1.5,1.35,2.0,Treatment,76,,,Physical welfare assessment,Water quality measurement once a month,"Urea
Triple super phosphate",Mash,Local market,,,
ara2_9ea43968,Eluru,11/17/2021,Organic,Maneesh,16.0,15.52,2.0,Treatment,103,,,"Pond preparation, Weighing and measuring fish once a month",Water quality measurement once a month,"Manure (cow, pig, horse, poultry or other dung)
Urea
Triple super phosphate",Mash,Local market,"Dop,ground  nut cake",Own pond,
ara2_93628934,Eluru,11/17/2021,,Nikhil,1.0,,2.0,Treatment,43,,Sprinkler system,Physical welfare assessment,Water quality measurement once a month,"Urea
Triple super phosphate",Mash,Local market,,,
ara2_aeaba081,Eluru,11/17/2021,Organic,Maneesh,3.0,2.19,2.0,Treatment,30,,,Water quality measurement during disease outbreak,,"Urea
Triple super phosphate",Mash,Local market,,Hatchery,
ara2_f24623af,Eluru,11/17/2021,,Maneesh,9.0,,2.0,Treatment,30,,,Weighing and measuring fish once a month,Water quality measurement once a month,"Manure (cow, pig, horse, poultry or other dung)
Urea
Triple super phosphate",Mash,Local market,,Own pond,
ara2_f95d18f1,Eluru,11/17/2021,,Maneesh,22.0,,2.0,Treatment,19,,,"Pond preparation, Weighing and measuring fish once a month",Water quality measurement once a month,"Urea
Triple super phosphate",Mash,Local market,,Own pond,
ara2_64aa484e,Eluru,11/17/2021,,Maneesh,17.0,,2.0,Treatment,34,,,,,"Manure (cow, pig, horse, poultry or other dung)",Mash,Local market,,Own pond,
ara2_ff85ba57,Eluru,11/16/2021,Organic,Maneesh,36.0,29.32,2.5,Treatment,140,,,"Water quality measurement every two months, Weighing and measuring fish once a month",,"Manure (cow, pig, horse, poultry or other dung)
Triple super phosphate
Potash",Mash,Local market,Godavari Dop,Own pond,
ara2_b18c32b8,Nellore,09/28/2021,Organic,Fiverr,2.0,1.5,1.5,Treatment,77,,1 water pump,Pond preparation,,,DORB,Local market,,Nursery pond,
ara2_039a9ccb,Nellore,09/28/2021,,Fiverr,2.3,,1.5,Treatment,24,,2 water pump,Pond preparation,,,DORB,Local market,CP aqua & DOP,Nursery pond,
ara2_78cbfd0d,Nellore,09/28/2021,Organic,Fiverr,2.5,2.31,1.9,Treatment,113,,"2 aerator, 3 water pump",Pond preparation,,"Manure (cow, pig, horse, poultry or other dung)
Compost","Pelleted feed (sinking), DORB",Local market,CP aqua & DOP,Own pond,
ara2_3587929e,Nellore,09/28/2021,Organic,Fiverr,1.0,0.66,1.9,Treatment,140,,"1 aerator, 1 water pump",Pond preparation,,,"Pelleted feed (sinking), DORB",Local market,,Own pond,
ara2_cf4e9f1b,Nellore,09/28/2021,Organic,Fiverr,1.0,0.72,1.9,Treatment,74,,"3 aerator, 1 water pump",Pond preparation,,,"Pelleted feed (sinking), DORB",Local market,DOP - Tenali brand & CP aqua sinking feed,Nursery pond,
ara2_a00174c4,Nellore,09/08/2021,Organic,Fiverr,2.5,2.0,2.5,Treatment,80,,,"Weighing and measuring fish once a month, Water quality measurement during disease outbreak, Pond preparation",,,,Local market,,,
ara2_308ec37e,Nellore,09/06/2021,,Fiverr,5.5,,2.5,Control,39,,"2 aerator, 2 water pump","Pond preparation, Water quality measurement every two months",,,"Pelleted feed (sinking), DOP",Local market,DOP - Tenali brand,Nursery pond,
ara2_2d4cda6c,Eluru,08/09/2021,,Jennifer Kirsch,1.0,,2.0,Treatment,56,,,,,"Manure (cow, pig, horse, poultry or other dung)
Urea","Pelleted feed (floating), Mash",Local market,Godavari DOP,Own pond,
ara2_8ae86d8e,Eluru,08/09/2021,Organic,Jennifer Kirsch,0.25,0.13,2.0,Treatment,104,,,Water quality measurement during disease outbreak,,"Manure (cow, pig, horse, poultry or other dung)",,Self made,,,
ara2_65a854d9,Nellore,06/29/2021,Organic,Fiverr,6.0,5.1,2.5,Treatment,112,,"2 aerator, 2 water pump",Pond preparation,Water quality measurement once a month,"Single super phosphate
Potash","Pelleted feed (floating), DORB, Rice husk",Local market,"CP aqua feeds, SMS9, Vijaya Aqua feeds",Nursery pond,
ara2_6c015433,Nellore,06/29/2021,Organic,Fiverr,5.0,5.03,2.5,Control,80,,"3 aerator, 2 water pump",Pond preparation,Water quality measurement once a month,"Single super phosphate
Potash","Pelleted feed (floating), DORB, Rice husk",,"CP aqua feeds, SMS9, Vijaya Aqua feeds",Nursery pond,
ara2_ea9c93a5,Nellore,06/26/2021,Organic,Fiverr,5.5,4.56,2.5,Treatment,120,,"4 water pumps, NO aerators",Pond preparation,,,"Pelleted feed (floating), DORB, Rice husk",Local market,"CP aqua feeds, SMS9, Vijaya Aqua feeds",Own pond,
ara2_07d25a85,Nellore,06/24/2021,Organic,Fiverr,6.0,4.95,2.0,Control,69,,"3 aerator, 2 water pump",Pond preparation,Water quality measurement once a month,"Single super phosphate
Potash","DORB, Rice husk",Local market,,Nursery pond,
ara2_17b9d7b4,Nellore,06/24/2021,Organic,Fiverr,4.0,3.45,2.0,Control,86,,"3 aerator, 2 water pump",Pond preparation,Water quality measurement once a month,"Single super phosphate
Potash","Mash, DORB, Rice husk",Local market,,Nursery pond,
ara2_f1a474ab,Nellore,06/24/2021,,Fiverr,2.0,,3.0,Treatment,72,,2 water pump,,,,,,,,
ara2_fe1074da,Nellore,06/23/2021,Organic,Fiverr,4.0,3.7,2.5,Treatment,76,,"2 aerator, 1 water pump",Pond preparation,Water quality measurement twice a month,,"Pelleted feed (floating), DORB",Local market,Godrej,Own pond,
ara2_8ae937af,Eluru,06/23/2021,,Jennifer Kirsch,7.0,,2.5,Treatment,18,,,,,"Urea
Ammonium sulphate","Pelleted feed (floating), Mash",Local market,King Mei,Individual supplier,
ara2_244da38b,Eluru,06/23/2021,,Fiverr,7.0,,2.5,Treatment,18,,,,,"Urea
Ammonium sulphate","Pelleted feed (floating), Mash",Local market,King Mei,Individual supplier,
ara2_dedca16a,Nellore,06/23/2021,Organic,Fiverr,5.0,4.11,2.0,Treatment,126,,"3 aerator, 3 water pump",Pond preparation,Water quality measurement twice a month,"Single super phosphate
Potash","Pelleted feed (floating), Mash, Rice husk",Local market,,Nursery pond,
ara2_c5671cf4,Nellore,06/23/2021,Organic,Fiverr,5.5,5.38,4.0,Control,76,,3 aerator,Pond preparation,,Single super phosphate,Mash,Local market,,Own pond,
ara2_37556c00,Nellore,06/22/2021,Organic,Fiverr,1.0,1.0,1.5,Treatment,67,,"2 aerator, 1 water pump",Pond preparation,Water quality measurement twice a month,"Single super phosphate
Potash","DORB, Rice husk",Local market,,Nursery pond,
ara2_bbfca80b,Nellore,06/22/2021,Organic,Fiverr,1.0,1.0,1.5,Treatment,65,,"1 aerator, 1 water pump",Pond preparation,Water quality measurement twice a month,"Single super phosphate
Potash","DORB, Rice husk",Local market,,Own pond,Local village Nursary ponds
ara2_82546b56,Eluru,06/22/2021,,Maneesh,7.0,,2.0,Treatment,6,,,,,"Manure (cow, pig, horse, poultry or other dung)
Urea","Pelleted feed (floating), Mash",Local market,King Mei,Individual supplier,
ara2_51ee6ab1,Nellore,06/21/2021,Organic,Fiverr,2.5,1.65,3.5,Treatment,125,,"1 aerator, 2 water pump",Pond preparation,Water quality measurement once a month,"Single super phosphate
Potash","Pelleted feed (floating), Mash",Local market,Hanaqua,Nursery pond,
ara2_60cb8cf2,Nellore,06/21/2021,,Fiverr,1.8,,2.0,Treatment,6,,"2 aerator, 2 water pump",Pond preparation,Water quality measurement once a month,,"Mash, DORB",Local market,,Own pond,
ara2_0c2e7530,Nellore,06/21/2021,,Fiverr,1.8,,2.5,Control,44,,2 aerator,Pond preparation,,,"Mash, DORB, Rice husk",Local market,,Own pond,
ara2_5a3d15dd,Nellore,06/19/2021,Organic,Fiverr,1.5,1.3,2.5,Treatment,84,,"3 aerator, 2 water pump",Pond preparation,Water quality measurement daily,,DORB,Local market,,Nursery pond,
ara2_407f70f7,Nellore,06/17/2021,,Fiverr,1.0,,2.5,Treatment,32,,"3 aerator, 2 water pump",Pond preparation,Water quality measurement weekly,,"Pelleted feed (floating), Rice husk",Local market,CP,Own pond,
ara2_e6feb688,Eluru,06/10/2021,Organic,Jennifer Kirsch,5.0,2.69,2.5,Treatment,95,,,Water quality measurement during disease outbreak,,"Manure (cow, pig, horse, poultry or other dung)
Urea","Pelleted feed (floating), Mash",Local market,Ajanta feed,Individual supplier,
ara2_c4feda19,Eluru,06/10/2021,Organic,Fiverr,4.0,2.84,2.5,Treatment,105,,,Water quality measurement during disease outbreak,,"Manure (cow, pig, horse, poultry or other dung)
Urea","Pelleted feed (floating), Mash",Local market,Ajanta feed,Individual supplier,
ara2_df661923,Eluru,06/08/2021,,Fiverr,20.0,,2.0,Treatment,28,,,,,Urea,"Pelleted feed (floating), Mash",Local market,Anji feeds pvt ltd,Hatchery,
ara2_01463d19,Eluru,06/08/2021,Organic,Jennifer Kirsch,4.0,2.86,2.0,Treatment,97,,,Water quality measurement during disease outbreak,,Urea,"Pelleted feed (floating), Mash",Local market,Godavari DOP,Individual supplier,
ara2_a2f19fe6,Eluru,06/08/2021,,Fiverr,2.0,,2.0,Treatment,45,,,,,Urea,"Pelleted feed (floating), Mash",Local market,Godavari dop,Individual supplier,
ara2_9eefff29,Eluru,06/07/2021,,Fiverr,5.0,,2.5,Treatment,68,"Yes there has been a culture change form grow out to breed out on August 20, 2022.",,,,"Manure (cow, pig, horse, poultry or other dung)
Urea","Pelleted feed (floating), Mash",Local market,Godavari dop,Individual supplier,
ara2_44e030ef,Nellore,06/04/2021,Organic,Fiverr,3.0,2.36,3.5,Treatment,80,,"3 aerator, 2 water pump",Pond preparation,Water quality measurement once a month,,Rice husk Mash,Local market,,Nursery pond,
ara2_d53b776c,Eluru,06/03/2021,,Fiverr,6.0,,2.5,Treatment,69,,2 aerator,Physical welfare assessment,,"Manure (cow, pig, horse, poultry or other dung)","Pelleted feed (floating), Mash",Local market,PRATIBHA AGRO FOODS PVT LTD,Hatchery,
ara2_38a721f5,Eluru,06/03/2021,,Fiverr,6.0,,2.5,Treatment,61,,Sprinkler system,"Physical welfare assessment, Weighing and measuring fish once a month",,"Manure (cow, pig, horse, poultry or other dung)
Urea","Pelleted feed (floating), Mash",Local market,GODAVARI DOP,Individual supplier,
ara2_06155f82,Eluru,06/03/2021,,Jennifer Kirsch,10.0,,2.5,Treatment,6,,,Physical welfare assessment,,"Manure (cow, pig, horse, poultry or other dung)
Urea","Pelleted feed (floating), Mash",Local market,PRATIBHA AGRO FOODS PVT LTD,Hatchery,
ara2_bd32b7fb,Eluru,06/01/2021,,Fiverr,4.0,,2.5,Treatment,33,"This pond has been converted from grow out to breeding as in the last cycle there was mass mortalities. The conversion happened after December 30, 2021 with a stocking density of 5,000 pangasius per acre.",,"Physical welfare assessment, Weighing and measuring fish once a month",Water quality measurement once a month,"Urea
Triple super phosphate
Potash",Mash,Local market,Godavari DOP,Individual supplier,
ara2_b8f28481,Eluru,06/01/2021,,Jennifer Kirsch,8.0,,2.5,Treatment,62,,,"Physical welfare assessment, Weighing and measuring fish once a month","Weighs fish to also check for diseases
","Urea
Triple super phosphate
Potash",Mash,Local market,Godavari DOP,Individual supplier,
