pond_id,region,date_of_data_collection,time_of_data_collection,type,do_(mg_l),ph,temp_(in_°c),ammonia—nh3_(mg_l),ammonia—tan_(nh3_n)_(mg_l),ammonia—tan_(nh3)_(mg_l),tds_(ppt),turbidity_(in_cm),feed_amount_(kg),stocking_density_(per_acre),species,weight,is_wq_in_range?,measurement_datetime
ara2_eb39bc48,Eluru,04/05/2024,06:14,Morning,3.4,8.37,30.4,,0.32,,3.18,28.0,555.0,5952.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2024-04-05 06:14:00
ara2_122dd1c9,Nellore,04/04/2024,17:52,Evening,9.5,8.25,33.5,,0.06,,1.35,33.0,,3064.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-04-04 17:52:00
ara2_88abf248,Nellore,04/04/2024,17:50,Evening,8.8,8.42,33.4,,0.14,,0.98,31.0,,1964.0,"Rohu (Labeo rohita), Roopchand",600.0,Yes,2024-04-04 17:50:00
ara2_7e358ea4,Nellore,04/04/2024,17:46,Evening,10.8,8.16,33.7,,0.04,,1.13,34.0,,3256.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-04-04 17:46:00
ara2_8ae86d8e,Eluru,04/04/2024,17:13,Evening,11.6,8.43,34.0,,,,1.49,,,57692.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2024-04-04 17:13:00
ara2_07d25a85,Nellore,04/04/2024,17:11,Evening,9.1,8.4,33.8,,0.1,,1.14,26.0,,3600.0,Roopchand,1000.0,Yes,2024-04-04 17:11:00
ara2_17b9d7b4,Nellore,04/04/2024,16:53,Evening,8.5,8.41,33.2,,0.27,,0.99,30.0,,3429.0,Roopchand,1050.0,Yes,2024-04-04 16:53:00
ara2_e6feb688,Eluru,04/04/2024,16:53,Evening,11.8,8.38,33.8,,,,6.14,,,4630.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2024-04-04 16:53:00
ara2_c4feda19,Eluru,04/04/2024,16:52,Evening,10.3,8.47,33.6,,,,0.46,,,3571.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2024-04-04 16:52:00
ara2_a90d90d1,Eluru,04/04/2024,16:45,Evening,11.3,8.33,33.2,,,,1.84,,,4329.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-04-04 16:45:00
ara2_2ae80458,Eluru,04/04/2024,16:15,Evening,11.9,8.41,33.1,,,,1.26,,,7447.0,"Catla (Catla catla), Rohu (Labeo rohita)",250.0,Yes,2024-04-04 16:15:00
ara2_8ae86d8e,Eluru,04/04/2024,07:57,Morning,3.0,7.76,29.6,,0.26,,1.47,28.0,13.0,57692.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2024-04-04 07:57:00
ara2_88abf248,Nellore,04/04/2024,07:47,Morning,3.7,8.17,30.1,,0.14,,0.96,31.0,90.0,1964.0,"Rohu (Labeo rohita), Roopchand",600.0,Yes,2024-04-04 07:47:00
ara2_e6feb688,Eluru,04/04/2024,07:34,Morning,3.8,7.93,29.8,,0.0,,6.11,32.0,100.0,4630.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2024-04-04 07:34:00
ara2_122dd1c9,Nellore,04/04/2024,07:33,Morning,3.6,7.94,30.1,,0.06,,1.37,33.0,60.0,3064.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-04-04 07:33:00
ara2_c4feda19,Eluru,04/04/2024,07:20,Morning,3.3,8.23,28.6,,0.13,,0.43,33.0,150.0,3571.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2024-04-04 07:20:00
ara2_7e358ea4,Nellore,04/04/2024,07:11,Morning,4.1,7.83,30.3,,0.04,,1.11,34.0,40.0,3256.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-04-04 07:11:00
ara2_a90d90d1,Eluru,04/04/2024,06:45,Morning,3.6,8.02,,,0.26,,1.79,29.0,300.0,4329.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-04-04 06:45:00
ara2_07d25a85,Nellore,04/04/2024,06:28,Morning,3.2,8.18,30.3,,0.1,,1.12,26.0,180.0,3600.0,Roopchand,1000.0,Yes,2024-04-04 06:28:00
ara2_17b9d7b4,Nellore,04/04/2024,06:15,Morning,3.5,8.2,30.1,,0.27,,1.0,30.0,100.0,3429.0,Roopchand,1050.0,Yes,2024-04-04 06:15:00
ara2_2ae80458,Eluru,04/04/2024,06:15,Morning,3.9,8.21,30.2,,0.19,,1.12,26.0,110.0,7447.0,"Catla (Catla catla), Rohu (Labeo rohita)",250.0,Yes,2024-04-04 06:15:00
ara2_f8742535,Eluru,04/03/2024,16:58,Evening,8.2,8.44,32.4,,,,1.26,,,5804.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-04-03 16:58:00
ara2_03d81c1d,Eluru,04/03/2024,16:45,Evening,9.3,8.36,33.3,,,,1.69,,,6234.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-04-03 16:45:00
ara2_a0d5d74d,Eluru,04/03/2024,16:37,Evening,9.8,8.31,33.2,,,,1.81,,,10465.0,"Catla (Catla catla), Rohu (Labeo rohita)",300.0,Yes,2024-04-03 16:37:00
ara2_3ed4df8e,Eluru,04/03/2024,16:29,Evening,10.8,8.48,34.3,,,,1.95,,,1996.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-04-03 16:29:00
ara2_6ec2f0e5,Eluru,04/03/2024,16:15,Evening,9.6,8.29,32.3,,,,1.51,,,11707.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2024-04-03 16:15:00
ara2_6608762c,Eluru,04/03/2024,16:14,Evening,9.6,8.43,33.8,,,,2.06,,,13183.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2024-04-03 16:14:00
ara2_84b6fb93,Eluru,04/03/2024,16:02,Evening,11.6,8.36,33.6,,,,2.19,,,1884.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2024-04-03 16:02:00
ara2_f8742535,Eluru,04/03/2024,07:45,Morning,4.6,8.11,30.8,,0.32,,1.21,24.0,400.0,5804.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-04-03 07:45:00
ara2_a0d5d74d,Eluru,04/03/2024,07:10,Morning,4.8,7.72,30.6,,0.21,,1.76,26.0,150.0,10465.0,"Catla (Catla catla), Rohu (Labeo rohita)",300.0,Yes,2024-04-03 07:10:00
ara2_03d81c1d,Eluru,04/03/2024,07:10,Morning,3.3,8.2,30.2,,0.01,,1.75,26.0,350.0,6234.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-04-03 07:10:00
ara2_3ed4df8e,Eluru,04/03/2024,06:40,Morning,4.1,8.2,29.6,,0.16,,1.92,28.0,900.0,1996.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-04-03 06:40:00
ara2_6ec2f0e5,Eluru,04/03/2024,06:30,Morning,4.2,7.54,30.7,,0.12,,1.44,28.0,550.0,11707.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2024-04-03 06:30:00
ara2_6608762c,Eluru,04/03/2024,06:29,Morning,3.8,8.38,29.8,,0.03,,2.08,24.0,100.0,13183.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2024-04-03 06:29:00
ara2_84b6fb93,Eluru,04/03/2024,06:09,Morning,3.6,8.1,29.7,,0.26,,2.24,28.0,1200.0,1884.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2024-04-03 06:09:00
ara2_f5e499f4,Eluru,04/02/2024,16:50,Evening,10.6,8.41,30.9,,,,2.45,,,14911.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-04-02 16:50:00
ara2_970ce848,Eluru,04/02/2024,16:36,Evening,10.3,8.44,32.1,,,,2.56,,,3512.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-04-02 16:36:00
ara2_e985ca4a,Eluru,04/02/2024,16:24,Evening,10.1,8.48,34.0,,,,2.05,,,7473.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-04-02 16:24:00
ara2_e74f26b3,Eluru,04/02/2024,16:18,Evening,8.5,8.46,31.3,,,,1.81,,,2410.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2024-04-02 16:18:00
ara2_46286ebb,Eluru,04/02/2024,16:02,Evening,11.9,8.38,32.9,,,,1.05,,,2489.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2024-04-02 16:02:00
ara2_f5c44392,Eluru,04/02/2024,16:02,Evening,9.8,8.23,33.9,,,,2.24,,,3443.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2024-04-02 16:02:00
ara2_f5e499f4,Eluru,04/02/2024,07:45,Morning,3.2,8.37,30.8,,0.12,,1.05,29.0,100.0,14911.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-04-02 07:45:00
ara2_e985ca4a,Eluru,04/02/2024,07:44,Morning,4.1,8.23,31.0,,0.08,,2.07,28.0,350.0,7473.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-04-02 07:44:00
ara2_f5c44392,Eluru,04/02/2024,07:19,Morning,3.8,7.78,31.0,,0.36,,2.31,26.0,750.0,3443.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2024-04-02 07:19:00
ara2_970ce848,Eluru,04/02/2024,07:18,Morning,4.8,8.39,30.6,,0.3,,2.6,28.0,1500.0,3512.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-04-02 07:18:00
ara2_e74f26b3,Eluru,04/02/2024,06:55,Morning,3.4,8.35,30.8,,0.29,,1.21,26.0,990.0,2410.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2024-04-02 06:55:00
ara2_46286ebb,Eluru,04/02/2024,06:38,Morning,3.1,8.29,31.0,,0.32,,1.05,29.0,1500.0,2489.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2024-04-02 06:38:00
ara2_7ed0eacc,Nellore,03/29/2024,16:53,Evening,9.1,8.3,32.4,,0.04,,0.8,31.0,,3000.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",600.0,Yes,2024-03-29 16:53:00
ara2_0d53cd07,Nellore,03/29/2024,16:36,Evening,8.8,8.36,33.1,,0.13,,1.02,32.0,,4091.0,Roopchand,750.0,Yes,2024-03-29 16:36:00
ara2_7ed0eacc,Nellore,03/29/2024,06:28,Morning,3.3,8.18,29.6,,0.04,,0.8,31.0,45.0,3000.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",600.0,Yes,2024-03-29 06:28:00
ara2_0d53cd07,Nellore,03/29/2024,06:14,Morning,3.4,8.19,29.8,,0.13,,1.01,31.0,100.0,4091.0,Roopchand,750.0,Yes,2024-03-29 06:14:00
ara2_933dba73,Nellore,03/28/2024,17:27,Evening,9.8,8.28,32.5,,0.03,,0.96,31.0,,3000.0,"Catla (Catla catla), Rohu (Labeo rohita)",400.0,Yes,2024-03-28 17:27:00
ara2_bd12b267,Nellore,03/28/2024,17:11,Evening,10.8,8.27,32.5,,0.0,,0.92,35.0,,2500.0,"Catla (Catla catla), Rohu (Labeo rohita)",400.0,Yes,2024-03-28 17:11:00
ara2_b18c32b8,Nellore,03/28/2024,16:48,Evening,9.6,8.28,33.7,,0.04,,0.9,33.0,,2600.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-28 16:48:00
ara2_6bbd0878,Nellore,03/28/2024,16:32,Evening,11.6,8.25,33.5,,0.02,,0.83,32.0,,90910.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-28 16:32:00
ara2_933dba73,Nellore,03/28/2024,07:41,Morning,3.8,7.95,29.6,,0.03,,0.97,31.0,80.0,3000.0,"Catla (Catla catla), Rohu (Labeo rohita)",400.0,Yes,2024-03-28 07:41:00
ara2_bd12b267,Nellore,03/28/2024,07:16,Morning,4.1,8.03,29.8,,0.0,,0.9,35.0,40.0,2500.0,"Catla (Catla catla), Rohu (Labeo rohita)",400.0,Yes,2024-03-28 07:16:00
ara2_b18c32b8,Nellore,03/28/2024,06:44,Morning,3.6,8.06,30.3,,0.04,,0.92,33.0,10.0,2600.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-28 06:44:00
ara2_6bbd0878,Nellore,03/28/2024,06:18,Morning,4.4,8.11,29.9,,0.02,,0.85,32.0,30.0,90910.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-28 06:18:00
ara2_0d53cd07,Nellore,03/27/2024,17:11,Evening,7.4,8.45,33.3,,0.19,,1.05,32.0,,4091.0,Roopchand,750.0,No,2024-03-27 17:11:00
ara2_98d96403,Nellore,03/27/2024,16:58,Evening,10.7,8.46,32.8,,0.28,,0.96,29.0,,3333.0,Roopchand,800.0,Yes,2024-03-27 16:58:00
ara2_7ed0eacc,Nellore,03/27/2024,16:43,Evening,8.4,8.43,32.7,,0.07,,0.84,31.0,,3000.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",600.0,Yes,2024-03-27 16:43:00
ara2_6f5cd71e,Nellore,03/27/2024,16:28,Evening,10.9,8.28,33.2,,0.0,,1.14,34.0,,2600.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-27 16:28:00
ara2_0d53cd07,Nellore,03/27/2024,07:16,Morning,2.1,8.27,30.0,,0.19,,1.04,32.0,100.0,4091.0,Roopchand,750.0,No,2024-03-27 07:16:00
ara2_98d96403,Nellore,03/27/2024,06:57,Morning,4.0,8.29,29.8,,0.28,,0.95,29.0,40.0,3333.0,Roopchand,800.0,Yes,2024-03-27 06:57:00
ara2_7ed0eacc,Nellore,03/27/2024,06:38,Morning,2.5,8.21,29.8,,0.07,,0.82,31.0,45.0,3000.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",600.0,No,2024-03-27 06:38:00
ara2_6f5cd71e,Nellore,03/27/2024,06:10,Morning,4.6,8.03,30.3,,0.0,,1.16,34.0,20.0,2600.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-27 06:10:00
ara2_3587929e,Nellore,03/25/2024,17:59,Evening,10.8,8.33,32.9,,0.0,,0.96,35.0,,2650.0,"Catla (Catla catla), Rohu (Labeo rohita), Grass Carp (Ctenopharyngodon idella)",,Yes,2024-03-25 17:59:00
ara2_78cbfd0d,Nellore,03/25/2024,17:42,Evening,10.5,8.31,32.7,,0.0,,1.23,31.0,,2800.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-25 17:42:00
ara2_237abe57,Nellore,03/25/2024,17:25,Evening,9.8,8.34,32.4,,0.19,,1.62,34.0,,3000.0,"Rohu (Labeo rohita), Catla (Catla catla)",800.0,Yes,2024-03-25 17:25:00
ara2_bddfa227,Nellore,03/25/2024,17:08,Evening,11.2,8.21,32.6,,0.0,,2.02,34.0,,2500.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-25 17:08:00
ara2_cf4e9f1b,Nellore,03/25/2024,16:36,Evening,8.6,8.43,33.2,,0.09,,0.83,31.0,,3000.0,"Rohu (Labeo rohita), Catla (Catla catla), Grass Carp (Ctenopharyngodon idella)",850.0,Yes,2024-03-25 16:36:00
ara2_f5c44392,Eluru,03/25/2024,16:04,Evening,11.6,7.99,31.8,,,,1.96,,,2892.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2024-03-25 16:04:00
ara2_3587929e,Nellore,03/25/2024,07:58,Morning,3.5,8.19,29.2,,0.0,,0.94,35.0,30.0,2650.0,"Catla (Catla catla), Rohu (Labeo rohita), Grass Carp (Ctenopharyngodon idella)",,Yes,2024-03-25 07:58:00
ara2_78cbfd0d,Nellore,03/25/2024,07:39,Morning,3.7,8.16,29.3,,0.0,,1.21,31.0,25.0,2800.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-25 07:39:00
ara2_237abe57,Nellore,03/25/2024,07:18,Morning,3.4,8.04,29.3,,0.19,,1.6,34.0,40.0,3000.0,"Rohu (Labeo rohita), Catla (Catla catla)",800.0,Yes,2024-03-25 07:18:00
ara2_bddfa227,Nellore,03/25/2024,06:55,Morning,4.5,7.94,29.8,,0.0,,2.0,34.0,10.0,2500.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-25 06:55:00
ara2_f5c44392,Eluru,03/25/2024,06:32,Morning,4.6,7.76,28.6,,0.26,,2.03,24.0,750.0,2892.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2024-03-25 06:32:00
ara2_cf4e9f1b,Nellore,03/25/2024,06:15,Morning,3.3,8.23,30.6,,0.09,,0.81,31.0,40.0,3000.0,"Rohu (Labeo rohita), Catla (Catla catla), Grass Carp (Ctenopharyngodon idella)",850.0,Yes,2024-03-25 06:15:00
ara2_44e030ef,Nellore,03/23/2024,16:47,Evening,9.1,8.35,32.8,,0.24,,0.65,31.0,,2000.0,"Rohu (Labeo rohita), Catla (Catla catla)",950.0,Yes,2024-03-23 16:47:00
ara2_a00174c4,Nellore,03/23/2024,16:35,Evening,11.2,8.19,32.9,,0.0,,0.69,34.0,,2800.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-23 16:35:00
ara2_70271685,Eluru,03/23/2024,16:28,Evening,11.3,8.46,31.6,,,,1.43,,,2233.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-23 16:28:00
ara2_8cf52ce5,Eluru,03/23/2024,16:20,Evening,10.3,7.93,31.3,,,,1.87,,,18000.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-23 16:20:00
ara2_70271685,Eluru,03/23/2024,07:39,Morning,4.3,8.27,28.3,,0.36,,1.39,23.0,400.0,2233.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-23 07:39:00
ara2_44e030ef,Nellore,03/23/2024,07:19,Morning,3.5,8.11,29.1,,0.24,,0.63,31.0,65.0,2000.0,"Rohu (Labeo rohita), Catla (Catla catla)",950.0,Yes,2024-03-23 07:19:00
ara2_8cf52ce5,Eluru,03/23/2024,07:12,Morning,3.6,7.66,28.6,,0.16,,1.86,30.0,150.0,18000.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-23 07:12:00
ara2_a00174c4,Nellore,03/23/2024,06:52,Morning,4.4,7.88,29.3,,0.0,,0.68,34.0,15.0,2800.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-23 06:52:00
ara2_83b11f44,Nellore,03/22/2024,17:04,Evening,9.9,8.39,32.4,,0.1,,0.91,32.0,,2500.0,"Rohu (Labeo rohita), Catla (Catla catla)",950.0,Yes,2024-03-22 17:04:00
ara2_50c225c4,Nellore,03/22/2024,16:54,Evening,11.5,8.27,32.4,,0.08,,0.76,29.0,,2500.0,"Rohu (Labeo rohita), Catla (Catla catla)",550.0,Yes,2024-03-22 16:54:00
ara2_fc999d29,Nellore,03/22/2024,16:38,Evening,8.6,8.38,31.8,,0.12,,0.82,30.0,,2500.0,"Rohu (Labeo rohita), Catla (Catla catla)",950.0,Yes,2024-03-22 16:38:00
ara2_d0d5f943,Nellore,03/22/2024,16:25,Evening,9.2,8.35,31.2,,0.14,,0.95,34.0,,2500.0,"Rohu (Labeo rohita), Catla (Catla catla)",950.0,Yes,2024-03-22 16:25:00
ara2_f5c44392,Eluru,03/22/2024,16:01,Evening,25.1,8.24,31.3,,,,2.28,,,2892.0,"Rohu (Labeo rohita), Catla (Catla catla)",,No,2024-03-22 16:01:00
ara2_f5c44392,Eluru,03/22/2024,07:28,Morning,7.5,7.99,28.4,,0.34,,2.27,24.0,750.0,2892.0,"Rohu (Labeo rohita), Catla (Catla catla)",,No,2024-03-22 07:28:00
ara2_83b11f44,Nellore,03/22/2024,07:18,Morning,3.8,8.12,29.3,,0.1,,0.9,32.0,90.0,2500.0,"Rohu (Labeo rohita), Catla (Catla catla)",950.0,Yes,2024-03-22 07:18:00
ara2_50c225c4,Nellore,03/22/2024,07:03,Morning,4.2,7.96,29.1,,0.08,,0.75,29.0,40.0,2500.0,"Rohu (Labeo rohita), Catla (Catla catla)",550.0,Yes,2024-03-22 07:03:00
ara2_fc999d29,Nellore,03/22/2024,06:41,Morning,3.5,8.12,29.5,,0.12,,0.8,30.0,70.0,2500.0,"Rohu (Labeo rohita), Catla (Catla catla)",950.0,Yes,2024-03-22 06:41:00
ara2_d0d5f943,Nellore,03/22/2024,06:18,Morning,3.6,8.08,28.9,,0.14,,0.93,34.0,30.0,2500.0,"Rohu (Labeo rohita), Catla (Catla catla)",950.0,Yes,2024-03-22 06:18:00
ara2_3f9ee6c3,Nellore,03/21/2024,17:05,Evening,11.5,8.46,32.7,,0.11,,0.81,27.0,,3000.0,Roopchand,950.0,Yes,2024-03-21 17:05:00
ara2_3f9ee6c3,Nellore,03/21/2024,07:15,Morning,3.6,8.27,30.4,,0.11,,0.8,27.0,190.0,3000.0,Roopchand,950.0,Yes,2024-03-21 07:15:00
ara2_0f143c64,Eluru,03/20/2024,16:26,Evening,11.8,8.45,28.6,,,,2.03,,,3012.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-20 16:26:00
ara2_e985ca4a,Eluru,03/20/2024,16:16,Evening,11.7,8.43,29.6,,,,2.11,,,,,,Yes,2024-03-20 16:16:00
ara2_4f79fc8d,Eluru,03/20/2024,16:07,Evening,9.6,8.33,29.6,,,,2.11,,,2666.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-20 16:07:00
ara2_31afc592,Eluru,03/20/2024,16:00,Evening,8.8,8.09,28.8,,,,1.94,,,,,,Yes,2024-03-20 16:00:00
ara2_0f143c64,Eluru,03/20/2024,07:48,Morning,4.3,8.2,29.1,,0.19,,2.03,24.0,300.0,3012.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-20 07:48:00
ara2_e985ca4a,Eluru,03/20/2024,07:33,Morning,3.0,8.18,28.5,,,,2.14,24.0,300.0,7473.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-20 07:33:00
ara2_31afc592,Eluru,03/20/2024,07:09,Morning,3.3,7.9,28.2,,0.21,,1.97,28.0,800.0,2715.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-20 07:09:00
ara2_4f79fc8d,Eluru,03/20/2024,06:52,Morning,3.6,8.15,28.3,,0.08,,2.32,28.0,700.0,2666.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-20 06:52:00
ara2_346e897c,Eluru,03/19/2024,16:48,Evening,11.3,7.85,30.3,,,,1.83,,,59055.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-19 16:48:00
ara2_03d81c1d,Eluru,03/19/2024,16:29,Evening,10.6,8.46,29.8,,,,1.97,,,6234.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-19 16:29:00
ara2_3ed4df8e,Eluru,03/19/2024,16:16,Evening,8.8,8.36,31.3,,,,1.59,,,1996.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-19 16:16:00
ara2_6608762c,Eluru,03/19/2024,16:05,Evening,10.6,8.48,30.8,,,,2.08,,,10000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2024-03-19 16:05:00
ara2_346e897c,Eluru,03/19/2024,07:34,Morning,4.1,8.07,28.1,,0.28,,1.85,22.0,50.0,59055.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-19 07:34:00
ara2_03d81c1d,Eluru,03/19/2024,07:13,Morning,3.6,8.15,27.7,,0.02,,2.01,28.0,350.0,6234.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-19 07:13:00
ara2_3ed4df8e,Eluru,03/19/2024,06:58,Morning,3.8,8.11,28.9,,0.16,,1.62,28.0,900.0,1996.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-19 06:58:00
ara2_6608762c,Eluru,03/19/2024,06:40,Morning,4.6,8.27,28.2,,0.02,,2.07,24.0,100.0,10000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2024-03-19 06:40:00
ara2_3f9ee6c3,Nellore,03/18/2024,17:32,Evening,10.3,8.68,32.9,,0.11,,0.83,27.0,,3000.0,Roopchand,950.0,No,2024-03-18 17:32:00
ara2_8a429bf1,Nellore,03/18/2024,16:58,Evening,10.9,8.32,33.9,,0.14,,0.97,31.0,,2033.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",800.0,Yes,2024-03-18 16:58:00
ara2_b77a0d03,Nellore,03/18/2024,16:32,Evening,8.7,8.4,34.2,,0.31,,0.89,28.0,,3000.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",950.0,Yes,2024-03-18 16:32:00
ara2_cd998399,Eluru,03/18/2024,16:24,Evening,10.3,8.37,32.3,,,,2.16,,,2485.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2024-03-18 16:24:00
ara2_725e7f3b,Eluru,03/18/2024,16:16,Evening,9.5,8.18,31.8,,,,1.67,,,3211.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-18 16:16:00
ara2_7c20400e,Eluru,03/18/2024,16:07,Evening,11.7,8.37,31.4,,,,2.33,,,10000.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-18 16:07:00
ara2_725e7f3b,Eluru,03/18/2024,07:58,Morning,3.3,7.82,29.2,,0.07,,1.72,28.0,1000.0,3211.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-18 07:58:00
ara2_3f9ee6c3,Nellore,03/18/2024,07:19,Morning,3.4,8.43,30.8,,0.11,,0.81,27.0,190.0,3000.0,Roopchand,950.0,Yes,2024-03-18 07:19:00
ara2_7c20400e,Eluru,03/18/2024,07:19,Morning,4.1,8.32,28.9,,0.06,,2.34,33.0,300.0,10000.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-18 07:19:00
ara2_cd998399,Eluru,03/18/2024,06:44,Morning,3.8,8.05,29.0,,0.0,,2.15,28.0,1000.0,2485.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2024-03-18 06:44:00
ara2_8a429bf1,Nellore,03/18/2024,06:41,Morning,4.1,8.11,30.2,,0.14,,0.96,31.0,800.0,2033.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",800.0,Yes,2024-03-18 06:41:00
ara2_b77a0d03,Nellore,03/18/2024,06:18,Morning,3.2,8.17,30.5,,0.31,,0.88,28.0,800.0,3000.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",950.0,Yes,2024-03-18 06:18:00
ara2_f8742535,Eluru,03/16/2024,16:59,Evening,11.2,8.46,31.1,,,,1.41,,,6500.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-16 16:59:00
ara2_a90d90d1,Eluru,03/16/2024,16:40,Evening,9.1,8.48,29.8,,,,1.26,,,6000.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-16 16:40:00
ara2_ac267ebf,Eluru,03/16/2024,16:10,Evening,9.6,8.44,30.7,,,,,,,6767.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-16 16:10:00
ara2_f8742535,Eluru,03/16/2024,07:45,Morning,4.8,8.35,28.6,,0.31,,1.69,33.0,350.0,6500.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2024-03-16 07:45:00
